,tweet,user,user_statuses_count,user_followers,user_location,user_verified,fav_count,rt_count,tweet_date
787,"On October 28, 2020, Ohio became the 13th state with more than 5,300 deaths from COVID-19.","Michael Schrader, PhD, PE",15102,253,SE WI,False,0,0,2020-10-29 12:50:32
788,I don't want to hear a damned word from that Orange Blowhard about how great the economy is when 80 THOUSAND PEOPLE ARE GETTING INFECTED AND 1000 PEOPLE ARE DYING FROM COVID DAILY.  I AM NOT DYING FOR YOUR FCKING DOW.,#Vote #DropYourBallotOffInPerson 💙🏴‍☠️,493150,15298,Earthling,False,0,0,2020-10-29 12:50:31
789,"By the way--Amazon’s Jeff Bezos, Facebook’s Mark Zuckerberg were the highest earning billionaires during Covid-19 pandemic. https://t.co/nSdb5Tx1K9",Alexandr Lazarev,1534,5,,False,0,0,2020-10-29 12:50:31
790,The COVID-19 pandemic is not over. Incorrect information can cost lives — it undermines our efforts to control the virus and protect those most at risk. Today I make a #PledgetoPause before I share information online — will you join me? https://t.co/0QLSmnety3,Taj Astrid Jele,9282,980,Republic of South Africa,False,0,0,2020-10-29 12:50:31
791,@TimNoEgo You’ve got to wait a few days after getting Covid before the tests will work. You don’t have enough virus to be detected at the very beginning. Day 4 or Day 5 is ideal. If you go earlier the risk of false negatives is much higher.,Jay Snowdon,8233,1485,"San Diego, CA",False,1,0,2020-10-29 12:50:31
792,"as one of the most powerful strongholds, the influence of the world governments on the minds of people, a stronghold, very successfully introducing into the minds of people the well-known COVID-19, which regulates the world order.",Alexandr Lazarev,1534,5,,False,0,0,2020-10-29 12:50:30
793,@KTRTRS COVID is a blessing in disguise for @BJP4India,Enlighted,138,0,"Al Khobar, Saudi Arabia",False,0,0,2020-10-29 12:50:29
794,"Got a notif on my fb about this, I was like I want😍😍😍 imiss being in the mountains but covid is waving soooo better wait till next year😅 https://t.co/RIV6QmqM6Q",Kelly💙💎New Era💎💙,1790,52,,False,1,0,2020-10-29 12:50:29
795,Like @CharlesPayne said on @FoxNews this is America coming back. Covid might of shut us down but @realDonaldTrump ACTIONS WITH COVID. ALL THE THINGS THIS PATRIOTIC PRESIDENT HAS AND STILL IS DOING TO COMBAT COVID IS https://t.co/r6uejHaPzT MANY MEDIA OUTLETS WILL TELL THE GDP,teresa knight,6787,55,"Chattanooga, TN",False,1,1,2020-10-29 12:50:28
796,"India should not be misled by a deceptive fall in covid numbers: excellent and important analysis. 
https://t.co/byGmbBEWId",Somak Ghoshal 😷📚,1477,4544,India,True,0,1,2020-10-29 12:50:28
797,"A 28-year-old #COVID19 positive woman gave birth to three babies at All India Institute of Medical Sciences (AIIMS) in Raipur on 18th October. All three babies found COVID negative in the first report: AIIMS, Raipur. #Chhattisgarh

(Pics source: AIIMS, Raipur) https://t.co/35Cuy45blN",ANI,437114,4906896,India,True,144,15,2020-10-29 12:50:28
798,@idcjfu1 Covid,CaLou,256,16,,False,1,0,2020-10-29 12:50:28
799,"@kgndesign @1frazzled1 @staceirv92 @theSNP @NicolaSturgeon @ScotParl I’m not denying that she’s got a tough job; indeed, the dog’s dinner she’s made of handling Covid-19 reflects that fact. I’m just weary of her posturing, especially with the broadcasts, whose purpose is political and not medical - gladly aided by the partisan media, of course.",Rt. Hon. William O'Boniface 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇬🇧,74,29,Chief Mammy's Fiefdom,False,0,0,2020-10-29 12:50:28
800,@BrianKamler I miss the office environment. I haven't worked in one for years now and it gets depressing some days to work alone. My office is in the Seaport though so it's mega expensive to go in. I was planning a visit right before Covid shut everything down.,Kristoffer Valukis 😷,15113,292,"Clinton, MA",False,0,0,2020-10-29 12:50:28
801,"If you’re “scared” that the covid test hurts, and that’s why you won’t get tested... you’re a big ole bitch and I’ll fist fight you and win.",mo,15576,675,"Morehead, KY",False,1,0,2020-10-29 12:50:27
802,think the COVID pandemic will be over before we actually get an answer from Sturgeon to any of the questions she's actually asked...,Dale,2422,289,"Dundee, Scotland",False,0,0,2020-10-29 12:50:27
803,"Thinking back to #ASHG19 &amp; our @genandgenes @denniskoHiHOST @GeneScientist17 @SteinGenEpiLab 
Ses #79: Cutting-edge Approaches to Interrogating the Genomics of Infectious Disease

That was Oct &amp; months later a pandemic &amp; yest a packed COVID session!  #ASHG2020 
Very prescient.",Priya Duggal,3265,1455,"Baltimore, Maryland",False,0,0,2020-10-29 12:50:26
804,"Health officials say 44 COVID-19 cases have been linked to large wedding in Vaughan, Ont. https://t.co/fH47huvLuh #END",Barbara Santana,668848,1046,Stockholm,False,0,0,2020-10-29 12:50:26
805,"@CNBC Still 3% below water on an annualized basis, and cratering due to Covid infections!",skymarshall,47455,252,"Washington, DC",False,0,0,2020-10-29 12:50:26
806,@Helenca44489197 @piersmorgan Also people think that theres a xyz amount of people who will die of flu or covid in an either or situation. When someone could realistically survive flu an then die of covid.,Dr Crap-at-BCHRTmeowski-istandwithshe.point.beauty,8464,220,Wirral uk,False,0,0,2020-10-29 12:50:25
807,Covid lockdowns in France and Germany will hit Europe’s economy again – CNBC https://t.co/TQcPCJNVLn,thabang meti,222629,510,,False,0,0,2020-10-29 12:50:25
808,"@realDonaldTrump Seniors, for the psychopath in the WH you are expendable.  In one sentence he stated that COVID affects the seniors but  it practically affects nobody.  Seniors for him are nobody.

https://t.co/5xhdbzPvXP",rafael salas,34384,42,,False,0,0,2020-10-29 12:50:24
809,'I applied for around 90 jobs': unemployed and furloughed in a pandemic | The Guardian https://t.co/Ip7YK9kqlJ,Chris Omaweng,27704,38274,"London, UK",False,0,0,2020-10-29 12:50:24
810,"@therecount @nielslesniewski Here is the president, whose party (and himself, until recently) pushed back against any COVID relief for states, refusing to accept individual state law in regards to counting ballots (when all he could say this year was that it was “up to the states”). This dude is a crook.",Jonathon Weldy,569,26,,False,0,0,2020-10-29 12:50:24
811,@GlennAC14 @politico For what? She's already passed two follow-up covid relief bills. They are both sitting on McConnell's desk.,Lucegoose,7601,31,,False,0,0,2020-10-29 12:50:24
812,Why are governments so stupid? Now whilst children and young adults rarely die from covid they quiet clearly carry it to everyone else so why are schools etc been so stubbornly kept open even with the toughest tier 3 it makes no sense at all!!,Nick Shepherdson,225,1,"Brigg, England",False,0,0,2020-10-29 12:50:24
813,So people think that the social unrest in the US is caused by COVID?? Nah it’s been here for centuries....,Golden Pholiota,8806,192,Mojave,False,0,0,2020-10-29 12:50:24
814,@Wh0Fatty I don't have to go to school tomorrow. My parents are worried about COVID cases or something.,Hybrid October,2645,258,,False,1,0,2020-10-29 12:50:24
815,Science is right! Stop covid now.☺️ https://t.co/FNLjVPgjkq,Victörsson,2640,96,BCN,False,0,0,2020-10-29 12:50:23
816,"Price Cap on Airline Fares extended for 3 months 

During Covid period, govt has put a price cap on airline fares

This price cap on airline fares was upto Nov 24, 2020.

Now it has been extended, till Feb 2021.",Swati Khandelwal Jain,11607,25777,"Mumbai, India",True,0,0,2020-10-29 12:50:23
817,"@KingM91 I feel a little better knowing I wasn't completely off, but would have no clue the signs except maybe they were passed out? I watched a video the other day and they said right now is an addicts dream because of all of the alone time d/t Covid. I imagine it does keep you guys busy",BP 👻🎃,74469,2460,DUVAL,False,0,0,2020-10-29 12:50:23
818,@lm31356 @realDonaldTrump more like only 10k dead from covid,deedub4,1990,33,,False,0,0,2020-10-29 12:50:23
819,"@FrankTompkins1 @NorthmanTrader If the Red states hadn't ignored science we could have shutdown for 1 month back in early Spring and be enjoying a relatively Covid-free economy. 

This worked for New Zealand and Taiwan. Essentially Republicans traded short term gain for long term loss.",Ray,74868,1502,,False,0,0,2020-10-29 12:50:23
820,"@TerryMcCoyII @gpmech40 Gosh, I don't know why his supporters don't just take his advice??? He clearly said what to do about fighting covid and injecting disinfectant and he said it works!! It literally cause a win-win for everybody",Gabriel Hale 🐀🗑️♂️,14667,69,,False,0,0,2020-10-29 12:50:22
821,"@PaulSorrentino3 @baby__otter @byHeatherLong You wanted the Democrats to permanently sign away the working class's rights to sue their employers over COVID negligence?  This isn't a both sides issue, that provision was a poison pill that the Republicans deliberately wouldn't let go of.",Tom Bombadil,6,268,United States,False,1,0,2020-10-29 12:50:22
822,"Vote in our poll, should England go into a second lockdown?
https://t.co/LWfKVdmeRy",Swindon Advertiser,96831,37005,"Swindon, UK",True,0,0,2020-10-29 12:50:22
823,Toke Makinwa Tested Positive To COVID-19 https://t.co/G9xh0kE6r7 via @Naijashowbiz,Skytrend News,119010,3572,"Lagos, Nigeria.",False,0,0,2020-10-29 12:50:22
824,"The #rupee declined further by 23 paise to close at a two-month low of 74.10 against the #US currency on Thursday, tracking weak #domesticequities and strong #Dollar amid global risk aversion. https://t.co/srrV1c2LnD",National Herald,51116,101789,"New Delhi, India",True,1,0,2020-10-29 12:50:22
825,"The COVID-19 crisis is hitting MSMEs hard. In China, 85% could run out of cash within three months, and 86% of Kenyan MSMEs face cash flow issues. Investors must adjust to this reality. https://t.co/7cB3e7H2XK #valuation #business #startupsupport",Botho Emerging Markets Group,1034,405,"Nairobi, Kenya / Dubai, UAE",False,1,0,2020-10-29 12:50:22
826,"Severe Covid-19 Cases Leave Lasting Effects, Including on Mental State
A 40-year-old man who pulled back from the coronavirus brink says problems linger—‘Sometimes I am afraid to close my eyes’ https://t.co/JVXW2ef0zn",Patricio V. Marquez,8014,1122,"Washington, DC",False,0,0,2020-10-29 12:50:21
827,"We designed our SAIC R3 portfolio of solutions to help federal government customers respond, recover, and restructure in light of new work methods and requirements due to the COVID-19 pandemic. https://t.co/MwVEgvoPP8. https://t.co/hoo3MH2sUn",SAIC,6178,13101,"Reston, VA (HQ)",False,0,0,2020-10-29 12:50:21
828,@wxyzdetroit Covid is bad enough here in Michigan. Why can't these no mask wearing no common sense having morons stay the hell out of our state¿ https://t.co/kdzgAZ74oU,David Syakovich,621,5,"St Clair Shores, MI",False,1,0,2020-10-29 12:50:21
829,@cbrown_jc @thehill It isnt really a lie. He believes NAFTA and trade will pay for it. So far we haven't seen what will happen because of covid. So he isn't technically right or wrong.,Aparthesis,13113,100,"Vancouver, WA",False,0,0,2020-10-29 12:50:20
830,"@realDonaldTrump Perfect, 60,000 people became infected with COVID yesterday and these morons follow you like lemmings. #sad",Mickey O'Neill,570,1,,False,0,0,2020-10-29 12:50:20
831,@MargaretAnne120 Mum is still in hospital and recovery is very slow. She was sobbing down the phone to me recently. Dad is concerned that if COVID restrictions are tightened he won’t be able to visit. She’s extremely depressed already.,Jo Whitby,12374,3100,"Glasgow, Scotland",False,0,0,2020-10-29 12:50:20
832,@ChrisTurntUp_ COVID,BigDick Energy,85570,671,,False,0,0,2020-10-29 12:50:20
833,I am not sure if there is any argument for applying this as a possible treatment for Covid.,Michael Vidal,4842,111,"London, England",False,0,0,2020-10-29 12:50:19
834,"@YvonneRyF So much. Obviously not now (covid!), but I've taken so many taxis home instead of short walks after visiting friends/dinners/nights out - male friends walked. Oddly, I feel safer making some of those trips on a bike 
&amp; do now. But I've taken taxis 500m rather than walk at 3am.",Janine Ryan,825,180,Dublin,False,0,0,2020-10-29 12:50:19
835,https://t.co/U8Tz9LTl0w covid alive,El Cris Presley,36572,398,Jalisco,False,0,0,2020-10-29 12:50:18
836,"@CNN Seems like the appropriate response to
“Hey can you please use hand sanitizer and wear a mask to prevent covid?” https://t.co/Ckl6YukpcB",Thatswrongyo,44,3,,False,0,0,2020-10-29 12:50:18
837,"This is simply written in language most can understand with excellent graphics. Pass it on. 

Aerosol transmission of Covid-19: A room, a bar and a classroom: how the coronavirus is spread through the air | Society | EL PAÍS in English https://t.co/wcUG1fCQ5F",Susan “Wear a Mask Ya Ding-Dong” Despres,97004,703,,False,0,0,2020-10-29 12:50:18
838,"@realDonaldTrump @realDonaldTrump LIED TO AMERICANS ABOUT COVID, DENIES CLIMATE CHANGE, BELITTLES THE MILITARY, EMBRACES RACISTS and @jacknicklaus  thinks Trump “tried to do the right thing”? That says a lot about some old rich white guy who likes to golf. #FireTheLiar",VitriolVector,2260,8,,False,0,0,2020-10-29 12:50:18
839,Staff working in schools for children with special educational needs are more likely to contract Covid-19 compared to those working in mainstream schools according to figures received by RTÉ News https://t.co/OoMeL2G2UJ,RTÉ News,171141,890119,Ireland,True,6,0,2020-10-29 12:50:18
840,Waiting for Boris Johnson to announce that Cyberpunk Brexit 2021 isn't ready for release on 31st December because negotiations and COVID are running behind schedule.,Jersey Gryphon,6721,61,Jersey,False,1,0,2020-10-29 12:50:18
841,Covid: Belgian doctors with coronavirus asked to keep working https://t.co/xz3FtiQtW1,APAC News,8020,0,,False,0,0,2020-10-29 12:50:17
842,"@AndrewRTDavies I find it incredibly hypocritical of Welsh Tory politicians (MSs) to criticise anyone given their Westminster Tory colleagues (MPs) have mis-handled the Covid-19 pandemic.
#walespol #IndyWales #DissolveTheUnion
#PiesandPrejudice #tractorboy #relevancedeprivation",Pat the dog,10390,125,,False,0,1,2020-10-29 12:50:17
843,'COVID-19 cluster identified at Jackson County child care center': 'https://t.co/PiE6ML0fv2',MAIN,11433,777,"Asheville, NC",False,0,0,2020-10-29 12:50:17
844,"With gyms in Ottawa shut again because of COVID-19 restrictions, many residents will have to consider outdoor activities to stay fit this fall and possibly through the winter. #covid19 #pandemic #ottnews https://t.co/MsivMJYv8Q https://t.co/vGD3pBvvgi",Capital Current,2147,1048,"Ottawa, Ontario",False,0,0,2020-10-29 12:50:17
845,"@Empress_Nat95 I got some dog shit in my eye a few days aho, it sweed up and went bright red, even though I flused it for 60 minutes.  Almost went to the ER, but remembered all those covid people in hospital, so i suffered though it. So be careful!!!",I_Love_Tom,709,32,,False,0,0,2020-10-29 12:50:16
846,"@STVNews Order a coke and you're fine, order a pint or strongbow and covid will hunt you down. 

How about non alcoholic larger though? I know covid has a watch, map and calendar but didn't know it carried a breathalyser as well!",🏴󠁧󠁢󠁷󠁬󠁳󠁿 Kevin Jones 🏴󠁧󠁢󠁷󠁬󠁳󠁿,2951,194,"Wales, United Kingdom",False,0,0,2020-10-29 12:50:15
847,"“....but surge is temporary 
GDP still 3.5% below pre-pandemic peak as virus threatens anew”
https://t.co/uSTZHybZdk",Luke Zaleski,132556,3106,,True,0,0,2020-10-29 12:50:15
848,"@RIVM_vDissel 
@vonderleyen 

1/3

INFECTIONS POLICY: tested positive then immediately for 10 days to a covid carentaine hotel with doctor's supervision in your own place of residence. 
See next tweet 2/3",Neir Taarneh,420,0,,False,0,0,2020-10-29 12:50:15
849,"@realDonaldTrump Seniors, for the psychopath in the WH you are expendable.  In one sentence he stated that COVID affects the seniors but  it practically affects nobody.  Seniors for him are nobody.

https://t.co/5xhdbzPvXP",rafael salas,34384,42,,False,0,0,2020-10-29 12:50:15
850,"How safe will America be when career Intelligence Officials walk away from the disastrous Trump Admin? Will Trump expand his lawlessness?

Politics, COVID and attacks on civil service wearing on intelligence community as election approaches https://t.co/l4rcPYBzfK via @YahooNews",Firewire,11852,31,"Colorado, USA",False,0,0,2020-10-29 12:50:15
851,COVID-19: Buhari Warns Of Potential Second Wave https://t.co/yIqFEgJYOq,Ijaw News,1706,202,ijaw nation,False,0,0,2020-10-29 12:50:15
852,@benshapiro So tracking covid mortality is essentially tracking normal human mortality at this point...,RR,382,13,,False,0,0,2020-10-29 12:50:14
853,@usorthem3 @realDonaldTrump @THEHermanCain How much did they pay them? And @THEHermanCain  passed away from contracting Covid... no sure how this helps the cause,Marissa Cook,8092,276,,False,0,0,2020-10-29 12:50:14
854,"Aerosol transmission of Covid-19: A room, a bar and a classroom: how the coronavirus is spread through the air | Society | EL PAÍS in English https://t.co/nMyDwxMM35",Sonia Behal,33606,650,"41.885016,-87.617198",False,0,0,2020-10-29 12:50:13
855,"@Jongpong123 @Uncle_Visor 😱😱😱
Ronaldo....what? 
He's infected with covid 19?",𝕾𝖆𝖓𝖌𝖑𝖆 𝕷𝖐𝖗,1130,2477,"Nagaland, India",False,2,0,2020-10-29 12:50:13
856,"Its BS airlines found different way to extract prices. Bcz of COVID guidelines, airlines ask you to do pre-checkin. At the time of pre-checkin all the seats are shown as paid seat. Ultimately you landup paying to airlines again. I can show you evidence @HardeepSPuri . https://t.co/2IQykSa8KH",Vikash Kumar Roy,138566,3719,Suriname,False,0,0,2020-10-29 12:50:13
857,"Mandatory self-isolation until getting COVID-19 test results, violators to be fined EUR 50 https://t.co/DlqWrUdUGS",MIA News Agency,6314,2225,"Skopje, Republic of North Macedonia",False,0,0,2020-10-29 12:50:13
858,"#EndSARS: Hoodlums stole COVID-19 equipment, says WHO https://t.co/Xfv36TAkH0  #Nigeria #NigeriaNews https://t.co/MBFksUiXgX",Nigeria Newspapers Online,27369,3758,London - UK,False,0,0,2020-10-29 12:50:13
859,Covid Beyon Borders https://t.co/wXlEqeL7vh,Medical Humanities Uni Vienna,40,66,Vienna ,False,0,0,2020-10-29 12:50:13
860,@luke667788 @khanUR199 @UKCovid19Stats Which is estimated to be around 1/150 of the population who currently have it. So if Covid wasn't contributing to those deaths then we wouldn't be seeing 1 in 8 deaths Covid +ve.,Dominic Clarke,1706,143,Greater Manchester,False,0,0,2020-10-29 12:50:13
861,I’m over this COVID shit,S.Taylor✨,8043,529,"New Jersey, USA",False,0,0,2020-10-29 12:50:12
862,"COVID-19 business is driving up profits so LabCorp returns $76M in fed 

READ MORE: https://t.co/HPmHHHqJ1b

#business #BusinessPlan #BusinessStrategy #Education #Entrepreneur #Entrepreneurship #NewBusiness #OnlineBusiness #Products #Services~ https://t.co/nF8Ojdx7hB",IAM Platform,890541,17837,Worldwide,False,0,0,2020-10-29 12:50:12
863,"Now Available: Global Fund COVID-19 Situation Report (27 October)

The #COVID19 Situation Report brings together essential news and updates about the @GlobalFund partnership’s response to the pandemic. #UniteToFight https://t.co/FJqJUy5Xly",The Global Fund,10917,226875,"Geneva, Switzerland",True,2,0,2020-10-29 12:50:12
864,"@Artemis888Infin @GOP There are more of us than there are of them. Not another four years of hell! We do need to take the Senate &amp; hold the House! Impeach his ass by Jan 10 and convict this time! Trump &amp; Pence for dereliction of duty, their spread COVID-19 and giving false info! Pelosi hold the fort!",Sparrow,6559,4340,United States,False,0,0,2020-10-29 12:50:12
865,"Tbh, covid free is a perfect gift for christmas",Kim Pepito,30809,564,,False,0,0,2020-10-29 12:50:11
866,"@xXShiraYUKIX If it's not mandatory, they kept schools open for the parents to be able to go work 😅 oh man I'm glad I'm still jobless so I still can stay safe better lose money then get covid",ᴮᴱ아이샤 알리⁷💜,32252,501,"Paris,France",False,0,0,2020-10-29 12:50:11
867,Loren only loves her fiancée and her cats.  Loren doesn’t give a damn about anyone else. Loren has full-onset covid disassociative personality disorder https://t.co/Rz8eTmT2Pb,ker0n4,13031,502,Megacity One,False,0,0,2020-10-29 12:50:11
868,"Officials in Trump's administration say, despite public denial, the president is actually pushing for a herd immunity strategy for COVID-19 https://t.co/0Mioour75S",Sweet Lou,12428,1157,"Florida, USA",False,0,0,2020-10-29 12:50:11
869,"Aerosol transmission of Covid-19: A room, a bar and a classroom: how the coronavirus is spread through the air | Society | EL PAÍS in English https://t.co/TUXn2RXvjR",Pat Olsson,10877,579,"Boise, Idaho",False,0,0,2020-10-29 12:50:11
870,"we have record economic growth in this past quarter, but also the highest case rate of covid during this pandemic. reopening cannot keep happening when its clear that people will not follow the marginal guidelines they have been given to stop this",wiccan akimbo w the smack barm fey wet,10944,284,,False,0,0,2020-10-29 12:50:11
871,Wake me up when Covid ends.,J,4003,584,Kirkwood CC,False,0,0,2020-10-29 12:50:11
872,Alberta NDP pushed to unionize COVID-19.   Slowing Covid’s ability to work is the best way to stop the spread. https://t.co/VBUvC8AA7E,okotoksmatt,10915,2071,"Okotoks, Alberta",False,0,0,2020-10-29 12:50:10
873,@GOP Our economy is still down more than 30% from where it was in March. And Covid is in the rise again. Need to deal w/Covid,Victoria Butler,42637,552,"Washington, DC",False,1,0,2020-10-29 12:50:10
874,"Looking for some Winter Sun,Family Half Term,Couples escape.Worried about Covid. Bookings made in Nov,travelling Jan-March'21 to Dubai,Maldives,Mauritius.I will offer a full refund or change up to 15days before travel. T&amp;C's apply 
#trustedtraveladvisor #visitdubai #golfholidays https://t.co/Ct2EWyFooP",TCgrahamtravels,692,104,North Shields,False,0,0,2020-10-29 12:50:09
875,@KeithDi67509023 But you try and convince me.  How come the countries where they have very high compliance with SD and mask wearing have next to no covid. Singapore 100% compliance 2 deaths in 5 months. Japan v v high compliance next to no new cases. How do the conspiracy nuts explain that?,Open Season,5204,37,"Hadleigh, Essex, England",False,0,0,2020-10-29 12:50:09
876,@SeanMil78158970 @emily_bogle @NPR I hope to get to Abu Dhabi and Jordan at some point too while over there (covid willing),Ryan Stitt,17805,24057,"Dayton, OH",False,0,0,2020-10-29 12:50:09
877,"@FatEmperor I see that 17 people under 40 yo have died in UK from Covid since the end of August. The shocking fact is that more than 17 are dying EVERY DAY in the UK from suicide - mostly men under 45 yo. Sadly, this figure is rising  and lockdown is a main contributor to this.",Charlie Shields,1138,41,"Torquay, England",False,1,0,2020-10-29 12:50:09
878,"@MichaelYeadon3 Hi @MichaelYeadon3 , what's your take on why Sweden's COVID 'deaths' so low by comparison to the rest of Europe if they are using the same PCR test?",Darren Oliver,3791,209,"Manchester, England",False,0,0,2020-10-29 12:50:09
879,"I live in an area where the mask mandate has been lifted even tho numbers of covid cases are rising consistently, so I know there will be ppl out with kids. And instead of them knocking on my door all night I'd rather just cut out the middle man.",Kiki,2088,551,,False,0,0,2020-10-29 12:50:09
880,"After the Pandemic, a Revolution in Education and Work Awaits https://t.co/tsshSFH1j6",TGlassman624,104,35,,False,0,0,2020-10-29 12:50:08
881,"The MPH programme  is normally offered as a Campus-based programme, but due to the Covid-19 restrictions, all teaching will likely be online for the 2020-2021 academic year.",UCC School of Public Health,521,1536,"Cork,",False,1,0,2020-10-29 12:50:08
882,"Teachers! Need a way to connect students with professionals during COVID? RSVP to our live webinar on Thursday, November 5 and let students meet the CEO of a foodbank and learn about non-profit management! Link --&gt; https://t.co/ZyqJ58b8QH #careerteched",Rubin,9705,4349,Virginia,False,0,0,2020-10-29 12:50:08
883,"""We can conclude that #COVID19  is not currently a driver of excess deaths"".The correlation between weekly excess deaths and Covid deaths by region, then and now (Christopher Bowyer graphs) https://t.co/MZVbEn1MLx",Gillian Rae-Walker,3502,359,"East Lothian, Scotland",False,0,0,2020-10-29 12:50:08
884,"Dr. @N_Hiranandani President, National Real Estate Development Council (NAREDCO) mentioned the remarkable changes that will take place post-Covid in all the segments of Real Estate to help us adapt to the new normal.

(1/3) https://t.co/yRGRY4cZ3X",CII IGBC,2568,2628,"Hyderabad, India",False,0,0,2020-10-29 12:50:08
885,i have an assignment to write abt a time of “mass hysteria.” the obvious thing EVERYONE is gonna write abt it covid......... i’m not doing that,Lee🥱,3511,54,New York ,False,0,0,2020-10-29 12:50:07
886,@SkyNews I just got a paper cut. Is that a Covid?,Karl Bradley,6286,267,,False,0,0,2020-10-29 12:50:07
887,"Covid: Lockdowns return as Europe confronts second wave. https://t.co/M7YsQmY4mE. .. coronavirus cases and deaths....Italy, Spain, France and the UK were among the worst-hit nations....Are US politicians unaware of Covid-19 events outside of America?",roop misir,13612,29,"Toronto, Canada",False,1,0,2020-10-29 12:50:07
888,Changes had to be made... https://t.co/l3PlKKvSZw,Cultaholic Wrestling,13965,87571,,False,9,0,2020-10-29 12:50:07
889,"@northyorkscc Just like Nero who fiddled as Rome burned our version @kevinhollinrake ,the estate agent, posts about planning permission in a Covid crisis. Any chance of a Covid19 update Mr Hollinrake?",John Rush,4503,91,,False,0,0,2020-10-29 12:50:07
890,"The government recently announced a ₦500 billion coronavirus fund, but people were already dying and in desperate need before Covid-19 hit our shores but the required response was missing in action. 
https://t.co/iWQUaXAjAg",Stears Business,60493,53469,Nigeria,True,1,1,2020-10-29 12:50:07
891,Khloe Kardashian opens up about her 'heart-wrenching' COVID-19 battle https://t.co/rF7WYTpaiM,Daily Mail Celebrity,183499,325184,,True,3,4,2020-10-29 12:50:07
892,Check out @theNSMonaghan this week 😁🕺💃 Covid did not ruin the spirit of Hallowe'en here in St. Michael's. Happy Hallowe'en to one and all 👹😈😱🎃👻💀👽 #halloween2020 https://t.co/YBAqXmtGLC,"St. Michael's NS, Corcaghan",430,128,"Corcaghan, Monaghan, Ireland",False,0,0,2020-10-29 12:50:07
893,"(2/2) Rub your hands together and scrub them well; be sure to scrub the backs of your hands, between your fingers, and under your nails. Continue rubbing your hands for at least 20 seconds. #healthyhabits #covid",Lexingtonwomens,13274,866,"Lexington, KY",False,0,0,2020-10-29 12:50:07
894,"@McLeanAmy As sad as I am about this devastating loss of a national treasure, where does it say COVID was the cause of death, it only says he tested positive for COVID",Grand Who Central,739,103,T.A.R.D.I.S. & Whoniverse,False,0,0,2020-10-29 12:50:06
895,"#OutdoorRevolution 2021 PRE-SEASON DISPLAY 
THIS WEEKEND - Thurs 29th Oct - Sun 1st Nov
@ Norwich Camping &amp; Leisure, Blofield (NR13 4LQ)
2021 TENTS, CARAVAN &amp; MOTORHOME AWNINGS
Come &amp; see what your 2021 staycation could look like!
** 😷 Covid-Aware 😎 **
@Outdoor_Rev https://t.co/7btsYEdY3A",Norwich Camping,11553,2487,Norwich,False,0,0,2020-10-29 12:50:06
896,"What lessons can businesses learn from Covid-19?

That's what's being discussed in a new #webinar from our members, Flexibility Matters @emmacleary2, on ""The New Flexible World"" on November 13th.

See the list of guests speakers here: https://t.co/gtGgsEHeCj https://t.co/Bk6zw30kjt",Sussex Innovation,5357,4192,"Sussex, England",False,0,0,2020-10-29 12:50:06
897,Donald Trump's COVID Task Force Is Livid Over the Trump White House's 'We Ended COVID' Report | Via: TheDailyBeast https://t.co/vHwW39zGxo,SafetyPin-Daily,518780,149485,,False,4,2,2020-10-29 12:50:06
898,‘Tonight': White House Claims Trump Ended COVID-19 Pandemic https://t.co/hHB80W8BZQ https://t.co/DGO3LcyI0x,NBC Chicago,220380,460280,"Chicago, IL",True,1,0,2020-10-29 12:50:06
899,"Germany, France entering new lockdowns to help curb increase in coronavirus cases https://t.co/pJzuDHH5Z3 #ABC7NY",Candace McCowan,18780,7712,"New York, NY",True,1,0,2020-10-29 12:50:06
900,"#Covid19 stats of this morning, Thurs October 29 | World: 44.5+ million cases, 1,174,000+ deaths | #Bermuda: 83853 tests, 194 cases, 175 recovered, 9 deaths | https://t.co/Tv78GZoDNA https://t.co/QHRnLQjOfg",Bernews,41411,16115,Bermuda,False,2,1,2020-10-29 12:50:06
901,every single day after I’m in London I’m incredibly blocked up and it doesn’t do much for the covid anxiety,★ jaz ★,49678,411,ig+tiktok: countjazula✨,False,0,0,2020-10-29 12:50:06
902,KEEPING KIDS SAFE ONLINE DURING COVID-19 @Grom_Social_com $GRMM #social #stock #smallcap #stocktowatch #privacy #internetsafety #socialmedia #Facebook #Instagram #TikTock $FB $TWTR $SNAP $GOOGL $TCEHY #COPPA https://t.co/yBi0ZTnpeG,SmallCap World,8838,4147,...in it but not of it,False,0,2,2020-10-29 12:50:06
903,@realDonaldTrump Really because you said in your report you ended Covid and that IS A LIE.  Maury needs to hook you up to a lie detector.,Coppercoin,3886,19,,False,0,0,2020-10-29 12:50:05
904,"love 2 have covid fatigue in the last months of my phd when I could really be doing with, y’know...energy lol",lauren quigley,29729,1530,,False,1,0,2020-10-29 12:50:05
905,"@validrealtweets @AP Ummmmmm, or COVID",lbenson,3113,4,,False,0,0,2020-10-29 12:50:05
906,Maru/Matchbox's COVID-19 tracker reveals key ways that online retailers and OTC pharmaceutical brands can connect with consumers who have chronic health conditions. https://t.co/d1HDRrHPS4 https://t.co/xswlBa5Bgo,Maru/Matchbox,3597,673,Global,False,0,0,2020-10-29 12:50:05
